merchant_id,shop_name,shop_type,address,taste_score,env_score,sever_score,avg_score,price,wgs84_lon,wgs84_lat,contact_phone,business_hours,status
60000377,挖空心事·土豆泥糊糊鸡,小吃快餐,花园路8号7幢1层168室,,,,0,,118.8181336,32.08104856,15366132047,10:30-20:00,1
60000378,釜仁炸鸡·美式热狗,小吃快餐,锁金村78号,,,,0,,118.8076563,32.07533609,13584054052,16:00-03:00,1
60000379,金陵昭苑私房小馆,私房菜,锁金南路20号(金源鸭血粉丝旁),3.8,3.8,3.8,3.8,19,118.8131218,32.07305953,18651887065,11:00-21:00,1
60000380,天禾私房菜·烧鸡公,私房菜,锁金北路80号(金陵之星北门对面),3.4,3.3,3.3,3.3,76,118.8076593,32.07551713,,10:30-22:00,1
60000381,蒙自源米线大王,米线,玄武大道6号六角广场B1层1号摊位,3.8,3.9,3.8,3.9,20,118.8057628,32.0831554,18021393363,17:00-02:00,1
60000382,香港肥锅港式米线,米线,锁金五村16号林化锁内明亮眼镜,3.8,3.8,3.8,3.7,21,118.8125822,32.0779716,17511675476,10:00-23:00,1
60000383,赤焰铠甲小龙虾,小龙虾,锁金北路与锁金中路交叉口西120米,,,,0,,118.8088888,32.07556835,,10:30-22:00,1
60000384,偶遇饭先森,小吃快餐,板仓街10-4号,,,,0,22,118.8143856,32.07115445,15380846065,11:00-21:00,1
60000385,古楼兰新疆抓饭·拌面,小吃快餐,玄武大道6号六角广场B楼,4.2,4.2,4.2,4.2,39,118.8055444,32.08336606,15051849010,10:30-21:30,1
60000386,三顾冒菜·麻辣烫,小吃快餐,锁金六村路锁金六村11栋1楼（中国民生银行对面）,3.8,3.8,3.8,3.8,23,118.8135889,32.0721742,13851415757,10:00-22:00,1
60000387,椒上瘾,小吃快餐,玄武湖街道南京师范大学(紫金校区),3.7,3.7,3.7,3.7,18,118.8135898,32.07346348,18141903761,10:30-21:30,1
60000388,小菜园新徽菜,更多地方菜,红山路六角广场四楼,4.3,4.5,4.4,4.3,70,118.8061435,32.08358617,025-85732036,11:00-21:00,1
60000389,家传麻辣香锅,川菜,朝天宫街道南林一楼,3.5,3.5,3.5,3.5,48,118.8118795,32.08133703,,10:30-21:30,1
60000390,老東門重庆鸡公煲,川菜,锁金村街道龙蟠路159号,4.3,4.4,4.4,4.3,42,118.8183772,32.08073795,,10:00-22:30,1
60000391,陈桥烤鸭,其他美食,锁金六村21幢106室,3.6,3.5,3.6,3.5,25,118.8128482,32.07299601,,11:00-21:30,1
60000392,洪申龙虾,小龙虾,板仓街9-18号,3.6,3.6,3.6,3.6,64,118.812593,32.0696168,13675189058,14:00-02:00,1
60000393,姚星星点心局,面包/饮品,锁金村街道锁金北路与锁金中路交叉路口往东北约100米(南京林业大学南侧约100米),4.2,4.2,4.2,4.2,14,118.8115122,32.07645131,18994142301,10:30-22:00,1
60000394,元宝泡芙,面包/饮品,锁金中路与锁金南路交叉口西南150米,4.3,4.2,4.3,4.2,12,118.809851,32.07388173,13915949227,11:00-22:00,1
60000395,香酥牛奶棒,面包/饮品,锁金村街道第十三中学(锁金分校),3.6,3.6,3.6,3.6,10,118.8128613,32.07301004,,11:00-21:00,1
60000396,清味小厨,特色菜,锁金中路6号,4.3,4.3,4.3,4.3,53,118.8103298,32.07580801,,16:00-02:00,1
60000397,YinMn鹦鹉蓝西餐厅,西餐,板仓街78号南师大玄武科技园3栋1楼104室,4.5,4.7,4.5,4.6,183,118.8158925,32.07405887,17366379511,10:00-22:30,1
60000398,盛源祥盐水鸭,小吃快餐,锁金南路与龙蟠路交叉口东100米,3.8,3.8,3.8,3.8,37,118.8087407,32.07352964,,07:30-19:00,1
60000399,鹅掌柜麻辣鹅,小吃快餐,锁金一村4栋1楼,3.7,3.7,3.7,3.7,36,118.8101616,32.07367825,17366339631,06:30-20:30,1
60000400,一品砂锅焖面,火锅,锁金村街道板仓街9号(岗子村地铁站1号口步行360米),3.5,3.6,3.6,3.5,,118.8137514,32.07059415,13016993991,10:30-20:00,1
60000401,京香园铁板烤鸭,北京菜,花园路8号7幢1层168室,,,,0,,118.8184764,32.0810672,15366132047,08:00-21:00,1
60000402,松子烤鸭,北京菜,板仓街新世界花园,3.8,3.8,3.8,3.8,17,118.8124698,32.06954656,18399835558,07:00-18:30,1
60000403,手工芋圆甜品店,面包/饮品,龙蟠路159号,3.6,3.6,3.6,3.6,8,118.8127485,32.078433,13913845869,11:00-21:00,1
60000404,多客小食板仓街店,小吃快餐,板仓街与锁金巷交叉口西南60米,3.5,3.5,3.6,3.5,,118.8120589,32.06930276,,11:30-21:30,1
60000405,妖小二川卤老宅,川菜,玄武大道6号高力新庄六角广场4013,4.6,4.7,4.6,4.7,76,118.8054191,32.08359189,15150638011,07:00-20:00,1
60000406,胜百川麻辣香锅,川菜,玄武大道六角广场负一楼,4,4.1,4,3.9,40,118.8048761,32.08262873,13630795502,05:30-14:00,1
60000407,福印板栗特色凉皮,食品滋补,锁金村街道,3.8,3.7,3.8,3.7,13,118.8130116,32.07303832,17712881446,09:00-20:30,1
60000408,喵老板·猫咖·撸猫·吸猫,咖啡厅,玄武大道6号六角广场3楼,4.1,4.1,4.1,4.1,35,118.8062457,32.08355834,18651821579,08:00-21:00,1
60000409,盐·Yan Coffee,咖啡厅,板仓街78号1号楼101室,4.2,4.4,4.2,4.2,28,118.8158736,32.07308062,18210399160,11:00-20:30,1
60000410,懒生活·小径咖啡,咖啡厅,锁金村街道板仓街9号,4.4,4.6,4.4,4.5,44,118.8157095,32.07065579,15365059375,08:30-21:00,1
60000411,澳洲味道,其他美食,板仓街97-7澳洲味道,3.6,3.6,3.6,3.6,11,118.8188057,32.07417834,18652020950,07:30-20:30,1
60000412,玄武区踏来食坊餐饮店,东南亚菜,锁金五村2栋（南京林业大学西南）,,,,0,,118.8120401,32.07756751,15261488203,08:00-19:30,1
60000413,韩国拌饭,韩国料理,龙蟠路159号,,,,0,25,118.812496,32.07816648,,06:30-17:00,1
60000414,韩石亭韩国拌饭,韩国料理,园丁路南京林业大学,3.5,3.5,3.5,3.5,,118.8145814,32.07867043,,14:00-21:00,1
60000415,老兵部落·兄弟龙虾烧烤,火锅,板仓街9-22号,4.3,4.2,4.3,4.3,135,118.8149318,32.07105544,13813806189,16:00-02:00,1
60000416,砂锅王,火锅,锁金村街道南京林业大学,,,,0,,118.8123407,32.07811218,,07:30-20:00,1
60000417,萨炉·港风牛杂煲,火锅,玄武大道6号,3.8,3.7,3.6,3.7,51,118.8057237,32.08325335,17388075258,10:30-21:30,1
60000418,八秒涮鲜牛肉火锅,火锅,板仓街41号,4.8,4.8,4.8,4.8,80,118.8161302,32.07201587,025-85460511,11:00-22:30,1
60000419,富泓酒膳,本帮江浙菜,岗子村55号,4.8,4.8,4.8,4.8,183,118.8124559,32.06781216,18752016835,10:00-21:00,1
60000420,徐家大院平价菜馆,本帮江浙菜,锁金二村5号,4.2,4,4.2,4.3,56,118.8102246,32.0752267,13515128655,08:30-22:00,1
60000421,江南院餐厅,本帮江浙菜,锁金村板仓街2-1号(锁金巷),4.8,4.7,4.8,4.8,75,118.8127814,32.06981419,13913887227,10:30-02:00,1
60000422,Tims天好咖啡,咖啡厅,玄武大道6号六角广场1楼02室,3.8,3.9,3.9,3.8,21,118.805352,32.08258456,15902161970,11:00-21:30,1
60000423,溢香水饺,小吃快餐,板仓街90一10号,3.6,3.5,3.6,3.6,11,118.8181052,32.07420203,13376054586,10:30-21:00,1
60000424,燕皇剁椒鱼头店,本帮江浙菜,板仓街9号,4.8,4.7,4.8,4.8,70,118.814532,32.07071162,025-85460566,18:00-02:30,1
60000425,小笼包猪油馄饨,小吃快餐,锁金六村,3.8,3.7,3.7,3.8,16,118.8135909,32.0721882,13831686572,09:00-19:00,1
60000426,豫皖特色小吃,小吃快餐,锁金六村21幢101室,4.4,4.2,4.4,4.4,13,118.813199,32.07308567,13851889334,11:00-22:00,1
60000427,九先生哈尔滨水饺,小吃快餐,龙蟠路173号金思维大厦1层8号,3.7,3.7,3.7,3.7,17,118.8076826,32.07351374,18362935266,07:30-19:30,1
60000428,陶姐饼铺,小吃快餐,锁金南路锁金六村,3.6,3.6,3.6,3.6,,118.8134275,32.07303508,,06:30-20:00,1
60000429,粮家优选,水果生鲜,板仓街92-2号,,,,0,45,118.8183066,32.07431643,15251830262,11:00-22:00,1
60000430,小芳蔬菜店,水果生鲜,第十三中学锁金分校西南门东110米,,,,0,,118.813196,32.07310067,,10:30-21:30,1
60000431,寻渔道鱼虾争艳,川菜,玄武大道6号六角广场B1层,4.5,4.4,4.5,4.5,44,118.8059702,32.08320278,13951731228,11:00-21:00,1
60000432,涮小滿自助小火锅,自助餐,"玄武大道六角广场负一楼（5号门,星巴克正对楼梯）",4.2,4.3,4.3,4.3,43,118.8055564,32.08311003,18912923352,10:30-22:00,1
60000433,来恰鱼·纸烤全鱼,川菜,锁金五村16号,,,,0,,118.8101043,32.07559256,19951655170,10:00-21:30,1
60000434,吾悠烤鱼饭,川菜,花园路8号南京林业大学东门7栋189室,3.5,3.4,3.4,3.5,21,118.8183992,32.08101805,15366132047,10:30-22:00,1
60000435,郑记七家湾牛肉锅贴店,小吃快餐,锁金一村西北门旁,3.6,3.6,3.6,3.6,17,118.8101175,32.07367016,13218886361,10:00-21:00,1
60000436,YinMn Blue 鹦鹉蓝自助红酒吧,清吧,板仓街南京师范大学紫金校区金地梧桐里3-104,4.6,4.6,4.6,4.6,132,118.8159517,32.07408499,17366379511,10:30-20:00,1
60000437,7天鲜活·泰山原浆啤酒,清吧,板仓街97号-9-13,,,,0,44,118.8188528,32.07423044,17761711718,16:00-03:00,1
60000438,青岛啤酒鲜啤吧,清吧,板仓街90-3号,,,,0,35,118.8179058,32.07405262,17766083642,11:00-21:00,1
60000439,漾应的火塘,清吧,龙蟠路108号金陵style负1层18号（近地铁4号线岗子村站）,4.8,4.8,4.8,4.8,76,118.8078564,32.06801385,13588744916,10:30-22:00,1
60000440,印象快餐,小吃快餐,玄武湖街道南京师范大学(紫金校区),3.9,3.8,3.9,3.9,,118.8133482,32.07371909,18655774548,17:00-02:00,1
60000441,而立民谣酒馆,清吧,龙蟠路南京国际展览中心88号潮space街区,3.8,3.8,3.9,3.9,51,118.8039167,32.07669678,18912980250,10:00-23:00,1
60000442,蛙喔·炭烧牛蛙·烧烤,川菜,玄武大道6号六角广场4层15-16号商铺,4.6,4.6,4.6,4.6,71,118.8054713,32.08256876,025-58889597,10:30-22:00,1
60000443,馋嘴地锅鸡·黄焖鸡,小吃快餐,板仓街55-2号,3.6,3.6,3.6,3.6,20,118.8184349,32.07442369,13851924956,11:00-21:00,1
60000444,颜记麻椒鸡,小吃快餐,板仓街10-4号(岗子村地铁站1号口步行470米),3.5,3.5,3.5,3.5,,118.8144418,32.07113855,18260093537,10:30-21:30,1
60000445,十里徐记衢州鸭头,小吃快餐,锁金村80号,3.7,3.7,3.7,3.7,18,118.8073026,32.0755525,17366379387,10:00-22:00,1
60000446,锅圈食汇火锅烧烤食材超市,水果生鲜,板仓街93-5号,3.8,3.8,3.9,3.9,91,118.8179149,32.07345451,17714312180,10:30-21:30,1
60000447,南京市水产公司,水果生鲜,板仓街97-10号,3.5,3.6,3.5,3.5,99,118.8188748,32.07424848,18551771086,11:00-21:00,1
60000448,中粮优选,水果生鲜,板仓街92-2号,,,,0,,118.8183236,32.07434547,15251830262,10:30-21:30,1
60000449,金老头鲜生,水果生鲜,板仓街55号,3.7,3.7,3.7,3.8,14,118.8173667,32.07297338,,10:00-22:30,1
60000450,好鲜生果蔬生鲜特价超市,水果生鲜,锁金村68号院南门旁,3.4,3.4,3.4,3.4,,118.8118923,32.07292724,,11:00-21:30,1
60000451,妖无二·和牛烧烤自助,自助餐,玄武大道6号六角广场5楼,4.3,4.3,4.4,4.3,74,118.8061205,32.08360313,17701598834,14:00-02:00,1
60000452,胖哥隆江猪脚饭,小吃快餐,玄武湖街道南京环保科技创业中心,3.7,3.6,3.7,3.6,20,118.8179172,32.08100614,17366378868,10:30-22:00,1
60000453,牛约客,小吃快餐,花园路18-9号,3.7,3.6,3.7,3.7,32,118.8189943,32.08241846,13584054052,11:00-22:00,1
60000454,小时候的饭团,小吃快餐,花园路8号7幢1层168室,,,,0,,118.818324,32.08105291,15366132047,11:00-21:00,1
60000455,阿顿海鲜,鱼鲜,锁金农贸市场内,,,,0,,118.8142612,32.07272956,19123362603,16:00-02:00,1
60000456,仙女小食铺,小吃快餐,锁金村街道南京林业大学,,,,0,,118.812466,32.07830945,,10:00-22:00,1
60000457,王师哥炒货锁金村店,食品滋补,锁金村68号院南门东60米,3.8,3.8,3.8,3.8,21,118.8121428,32.07275766,19961943888,10:30-21:30,1
60000458,爱心水果平价超市,水果生鲜,锁金四村21栋锁金中路,3.6,3.7,3.6,3.6,19,118.8107899,32.07398245,13813902435,11:00-22:30,1
60000459,京者三文鱼,鱼鲜,板仓街79号南师大玄武科技园西门（泸溪河隔壁）,3.9,4,4,3.9,74,118.8138924,32.07318497,13913903045,10:00-21:00,1
60000460,粒上皇,食品滋补,锁金南路锁金村10-10号,4.2,4.2,4.2,4.1,17,118.8089,32.07358894,15005212855,08:30-22:00,1
60000461,越贤居,本帮江浙菜,板仓街9号玄武科技园B1幢1楼东102室,3.5,3.5,3.5,3.5,,118.8160011,32.07053431,,10:30-02:00,1
60000462,小李水产,水果生鲜,锁金农贸超市2号门西北120米,3.5,3.4,3.4,3.5,,118.8141439,32.0734415,,11:00-21:30,1
60000463,菜小鲜,水果生鲜,锁金农贸市场内,,,,0,,118.814166,32.07305745,15365019659,10:30-21:00,1
60000464,百果园,水果生鲜,锁金村10号,3.8,3.8,3.7,3.7,22,118.8088119,32.07356078,025-86508550,18:00-02:30,1
60000465,小邹炒货,水果生鲜,锁金东路5号,3.6,3.5,3.6,3.6,17,118.8134084,32.07365818,18795954857,09:00-19:00,1
60000466,莉莉水果,水果生鲜,仪征化纤宾馆东南1门东北90米,3.7,3.7,3.7,3.7,22,118.8143005,32.07098425,,11:00-22:00,1
60000467,好想你江苏省区中心,水果生鲜,金地梧桐里17栋209室,,,,0,,118.814171,32.07353857,15077865523,07:30-19:30,1
60000468,御花园·鲜果果切,水果生鲜,花园路8号7幢1层168室,,,,0,,118.818324,32.08105291,13951739656,06:30-20:00,1
60000469,一品鲜果,水果生鲜,板仓街101号,3.6,3.6,3.6,3.6,22,118.8192536,32.07451325,13913836448,11:00-22:00,1
60000470,芝士屋·紫米焗饭,西餐,花园路8号7幢1层168室,,,,0,,118.818324,32.08105291,13951739656,10:30-21:30,1
60000471,达美乐比萨,西餐,徐庄高新技术产业开发区玄武大道6号高力六角广场1层铺位号F1-17,4.6,4.3,4.4,4.5,53,118.805845,32.08277847,4001597597,11:00-21:00,1
60000472,椰小鸡·椰子鸡,火锅,玄武大道六角广场4楼02-04商铺,4.4,4.5,4.4,4.4,86,118.8056045,32.08296308,13239548968,10:30-22:00,1
60000473,正宗淮南牛肉汤,小吃快餐,锁金南路锁金一村,,,,0,19,118.8080704,32.0728993,,10:00-21:30,1
60000474,吉品合烤饼,小吃快餐,花园路8号南京环保科技创业中心,3.7,3.8,3.8,3.6,18,118.8184634,32.08077212,,10:30-22:00,1
60000475,砾尚香藤香煲,小吃快餐,锁金村7-1号1幢11室,,,,0,,118.8127332,32.07076531,,10:00-21:00,1
60000476,港式滑蛋饭店,小吃快餐,龙蟠路159号,3.5,3.4,3.4,3.4,,118.808307,32.08209871,15381869329,10:30-20:00,1
60000477,兄弟排挡,小吃快餐,锁金村街道锁金二村,3.7,3.7,3.7,3.7,34,118.8102216,32.07523669,,16:00-03:00,1
60000478,土耳其烤肉饭,小吃快餐,板仓街90-4号(菜鸟驿站旁边),3.5,3.5,3.5,3.5,19,118.8178888,32.07398258,15856865076,11:00-21:00,1
60000479,老三食堂,小吃快餐,锁金农贸市场内,3.5,3.5,3.5,3.5,,118.8142602,32.07272756,13770623009,10:30-22:00,1
60000480,公子爷现烤肉夹馍,小吃快餐,锁金村街道南京林业大学,3.5,3.5,3.5,3.5,,118.8125371,32.07826858,,17:00-02:00,1
60000481,南京林业大学-南大山公寓餐厅,小吃快餐,玄武大道南林大香樟苑11号,3.4,3.4,3.5,3.3,26,118.8161778,32.07813428,,10:00-23:00,1
60000482,吴氏山东杂粮煎饼,小吃快餐,锁金村锁金南路,3.7,3.7,3.7,3.7,8,118.8089762,32.07341804,18257180160,10:30-22:00,1
60000483,杂粮煎饼,小吃快餐,锁金村1-1号5幢33号,3.7,3.7,3.7,3.8,10,118.8121642,32.06936896,13718066637,11:00-21:00,1
60000484,霸碗盖码饭,小吃快餐,玄武大道6号,3.9,3.9,3.9,3.9,20,118.8057227,32.0834754,18066089976,10:30-21:30,1
60000485,安庆小吃,小吃快餐,板仓街200号-4,3.5,3.5,3.5,3.5,14,118.8210953,32.07672118,15868443787,10:00-22:00,1
60000486,饼小君杂粮煎饼,小吃快餐,板仓街8号,3.8,3.7,3.8,3.8,10,118.8138616,32.07062836,15950617347,10:30-21:30,1
60000487,老乡鸡,小吃快餐,板仓街锁金村1-1,4.1,4.1,4,4,32,118.8116191,32.06880584,15555452452,11:00-21:00,1
60000488,侯府宴·江浙菜,本帮江浙菜,玄武大道6号六角广场5楼（乐刻健身旁）,4.6,4.6,4.5,4.5,129,118.8055094,32.08227077,025-85751717,10:30-21:30,1
60000489,猫与香料,日本菜,南京林业大学东门（罗森旁边）,3.8,3.5,3.8,3.7,21,118.818314,32.0810579,15366132047,10:00-22:30,1
60000490,喜儿炸物&咖喱蛋饭,小吃快餐,花园路8号E-105室,3.8,3.8,3.8,3.7,24,118.8190927,32.0808213,,11:00-21:30,1
60000491,奈河·日式咖喱饭,小吃快餐,花园路8号7幢1层168室,,,,0,,118.8182058,32.08094767,13951739656,14:00-02:00,1
60000492,来吉富地不将就的大食堂,小吃快餐,玄武中等职业学校旁门面,,,,0,,118.8203526,32.07872622,,10:30-22:00,1
60000493,胖哥隆江猪脚饭,小吃快餐,锁金村街道南京林业大学,,,,0,,118.8125732,32.0780856,18550610867,11:00-22:00,1
60000494,大来饭店,小吃快餐,锁金北路锁金二村4幢103室,,,,0,,118.8088858,32.07554634,15380276966,11:00-21:00,1
60000495,梅花糕,小吃快餐,锁金南路南京市第十三中学(锁金分校)东南侧,3.6,3.6,3.6,3.6,8,118.8129585,32.07301522,,16:00-02:00,1
60000496,咖喱鸡番茄牛腩饭,小吃快餐,花园路8号7幢1层168室,,,,0,,118.818324,32.08105291,13951739656,10:00-22:30,1
60000497,不二臻味牛肉汤馆,火锅,锁金村街道林化所后勤辅助用房103号,3.6,3.6,3.6,3.6,18,118.8125371,32.07826858,15951839735,07:30-19:00,1
60000498,二娃小馆,川菜,锁金北路锁金五村16号（近龙蟠路）,4,3.9,3.9,4,61,118.8127636,32.07816697,17705145149,06:30-20:30,1
60000499,川湘酸菜鱼,川菜,韶山路80号,,,,0,,118.7808777,32.09289629,13913959346,10:30-20:00,1
60000500,曙川酸菜鱼,川菜,小市街道红山南路89号融创精彩天地1栋1F-A118、119,3.8,3.7,3.7,3.7,45,118.7902924,32.0912908,13813914964,08:00-21:00,1
60000501,百家酸菜鱼,川菜,小市新村510号(小市地铁站4号口步行280米),3.7,3.5,3.7,3.7,,118.7784872,32.09598906,18362915962,07:00-18:30,1
60000502,八方缘酸菜鱼馆,川菜,玄武湖街道板仓街93-3号（近师大紫金校区南门）,3.5,3.5,3.6,3.6,30,118.8179149,32.07345451,18912965025,11:00-21:00,1
60000503,巴娜俏法式西点,面包/饮品,第十三中学西家大塘39号106室,3.8,3.7,3.8,3.8,,118.78738,32.06522098,17361986883,11:30-21:30,1
60000504,唔喤烘焙,面包/饮品,龙蟠路100号阳光路街区A区4号,3.6,3.6,3.6,3.6,177,118.8079517,32.06693979,18951846165,07:00-20:00,1
60000505,BUYULOVE,面包/饮品,龙蟠路1号,,,,0,,118.779676,32.09301485,19339109366,05:30-14:00,1
60000506,萧县羊肉汤烧烤,烧烤烤串,板仓街10号-7,3.7,3.6,3.6,3.7,55,118.8143185,32.07099529,13814039398,09:00-20:30,1
60000507,常胜烧烤,烧烤烤串,许府巷31,3.5,3.4,3.5,3.5,49,118.7763484,32.08512735,13814066986,08:00-21:00,1
60000508,巴依老爷烤肉王,烧烤烤串,板仓街97-6号（板仓街南师大,4,3.8,3.8,4,59,118.8187556,32.07415224,17551051545,11:00-20:30,1
60000509,小陈烧烤,烧烤烤串,锁金中路锁金二村5号,3.7,3.6,3.7,3.6,54,118.8102717,32.07508075,13813883109,08:30-21:00,1
60000510,蒙野湖畔露营烤吧·全羊打边炉烧烤,烧烤烤串,龙蟠路108号金陵STYLE负1楼B101号,4.6,4.7,4.6,4.6,105,118.809141,32.06834324,15261457758,07:30-20:30,1
60000511,鹿鸣村北京果木烤鸭,北京菜,锁金农贸超市2号门旁,3.7,3.6,3.6,3.7,23,118.8145719,32.07234405,,08:00-19:30,1
60000512,老北京果木烤鸭,北京菜,江西路3-3号,3.8,3.8,3.8,3.8,18,118.7769133,32.0838137,13589182237,06:30-17:00,1
60000513,王春板鸭店,北京菜,天山路4575号小区(北极阁公园西北),3.8,3.7,3.8,3.8,,118.7843142,32.06518476,13809038656,14:00-21:00,1
60000514,亮亮烤鸭店,北京菜,百子亭24号(玄武门地铁站出入口步行470米),3.6,3.6,3.6,3.6,33,118.7808149,32.06773082,17372239419,16:00-02:00,1
60000515,玄武区金食记烤鸭店,北京菜,曹后村26-1号101室,3.5,3.5,3.5,3.5,13,118.8002616,32.08772688,18652099904,07:30-20:00,1
60000516,老南京烤鸭馆·南京菜,北京菜,金贸大街工人新村108号,4.6,4.5,4.5,4.6,70,118.7749159,32.08273229,18761891565,10:30-21:30,1
60000517,紫燕百味鸡,小吃快餐,峨眉路2号,3.6,3.7,3.6,3.6,28,118.7822223,32.06346366,13851609099,11:00-22:30,1
60000518,德裕祥盐水鸭,小吃快餐,锁金北路锁金三村3号,4.2,4.2,4.2,4.2,25,118.8081874,32.07565511,13032556888,10:00-21:00,1
60000519,六合猪头肉,小吃快餐,锁金北路锁金二村1幢3单元108室,3.5,3.5,3.5,3.5,42,118.8081884,32.07543806,13912904449,08:30-22:00,1
60000520,桂花鸭019,小吃快餐,中央路298-5号,3.5,3.5,3.5,3.5,,118.7791167,32.08862726,13952044203,10:30-02:00,1
60000521,面包新语,面包/饮品,龙蟠路1号南京商厦美食荟,4,4,4,4,28,118.7791273,32.09320324,025-85659136,11:00-21:30,1
60000522,安特鲁烘焙坊,面包/饮品,锁金村街道龙蟠路100号(近玄武湖公园)玄武湖公园-情侣园内,3.7,3.7,3.7,3.7,41,118.8033239,32.07350406,13905166672,10:30-21:00,1
60000523,85度C,面包/饮品,锁金村街道锁金一村5号(近锁金村派出所),4.1,4.1,4,4.1,23,118.8119103,32.07307831,025-86755085,18:00-02:30,1
60000524,金中动物奶油生日蛋糕,面包/饮品,锁金东路（锁金村苏果社区店对面),3.5,3.4,3.5,3.5,63,118.8136359,32.07339355,13851993472,09:00-19:00,1
60000525,麦香村糕点,面包/饮品,和燕路25-6号,3.6,3.6,3.7,3.6,14,118.7845086,32.09670977,18670138528,11:00-22:00,1
60000526,维也纳烘焙,面包/饮品,锁金村街道龙蟠路159号南京林业大学(近润景宾馆),3.5,3.6,3.6,3.5,14,118.8125371,32.07826858,13701582658,07:30-19:30,1
60000527,六婶老火锅,火锅,龙蟠路108号金陵style负一楼,4.7,4.7,4.7,4.7,99,118.8090929,32.06816811,025-83201666,06:30-20:00,1
60000528,奇小妙酸菜鱼茶餐厅棋牌茶室,川菜,龙蟠路107号,3.5,3.5,3.6,3.6,36,118.7893049,32.08931293,,11:00-22:00,1
60000529,食全酒美,特色菜,龙蟠路155号-27室,3.7,3.7,3.7,3.7,25,118.8033542,32.08171188,13813966954,10:30-21:30,1
60000530,鱼酷活鱼烤鱼,川菜,中央路201号金茂览秀城L614铺位,4.8,4.8,4.8,4.8,75,118.7782218,32.07438516,025-52207927,11:00-21:00,1
60000531,近水楼台,特色菜,龙蟠路8号（火车站）,3.5,3.5,3.5,3.5,,118.7871425,32.08852467,025-86057777,10:30-22:00,1
60000532,祥和家宴,特色菜,小市街175号,3.8,3.7,3.8,3.7,58,118.7843585,32.09585039,025-57176868,10:00-21:30,1
60000533,徐家土菜馆徐州全羊碳锅,火锅,十字街70号15幢103室,3.5,3.5,3.5,3.5,69,118.8033766,32.09914759,13815893253,10:30-22:00,1
60000534,单县羊肉汤,火锅,板仓街200-2号,3.6,3.6,3.7,3.7,21,118.8209761,32.07664294,15195768123,10:00-21:00,1
60000535,九运来炒饭牛排屋,西餐,小市街道和燕路源自原坊食品(连锁店和燕路店),,,,0,,118.7835771,32.09785577,,10:30-20:00,1
60000536,复兴Revival,西餐,玄武门街道北京东路51号公教一村17栋后面（鸡鸣寺地铁站4号口）,4.7,4.8,4.8,4.8,217,118.7962795,32.06263489,13218780351,16:00-03:00,1
60000537,栖巢咖啡馆·中西餐·商务,西餐,中央路金茂览秀城5楼L512-513号,4.4,4.7,4.5,4.4,54,118.7779614,32.07511602,19158401378,11:00-21:00,1
60000538,牧之初心·原切牛排,西餐,湖南路1号凤凰广场-1楼美食广场内,4.4,4.2,4.4,4.4,77,118.7778737,32.070874,13655167281,10:30-22:00,1
60000539,桂花鸭,小吃快餐,和燕路25-5号,3.7,3.8,3.8,3.8,44,118.7846969,32.09730414,13705188331,17:00-02:00,1
60000540,桂花鸭,小吃快餐,花园路8号（近汽车东站）,3.6,3.6,3.6,3.7,60,118.8194815,32.08143616,13584061885,10:00-23:00,1
60000541,箸福·夜上海,特色菜,龙蟠路88号国展中心北门2-4楼,4.5,4.6,4.5,4.6,171,118.8028355,32.07741706,025-86891111,10:30-22:00,1
60000542,碉堡烤鱼,川菜,阳光路3号世纪缘湖滨花园酒店一楼,4.3,4.2,4.1,4.2,66,118.8092704,32.06682714,4008351777,11:00-21:00,1
60000543,蒙赫亚碳烤羊腿烧烤羊蝎子火锅,烧烤烤串,锁金北路鸡鸣汤包旁,4.2,4,4.2,4.2,58,118.8082846,32.07569729,17721569730,10:30-21:30,1
60000544,阿满百香鸡,小吃快餐,和燕路63号,3.8,3.8,3.8,3.7,29,118.7911332,32.09741433,15805161706,10:00-22:00,1
60000545,樱桃鸭,小吃快餐,梅园新村街道北京东路71号(九华山地铁站2号口步行200米),3.9,3.9,3.9,3.9,24,118.7987203,32.05983726,13936826771,10:30-21:30,1
60000546,韩复兴,小吃快餐,太平门街10-15号（太平门公交站台旁）,4,4,4,3.9,37,118.8058331,32.05966842,13675165322,11:00-21:00,1
60000547,南京特产鸭子店,小吃快餐,韶山路246号小区大门口,3.8,3.6,3.9,3.8,23,118.78632,32.09069898,18061492286,10:30-21:30,1
60000548,四哥东北盆菜,东北菜,锁金六村,4,3.7,3.9,3.9,52,118.8135698,32.07223717,13951808892,10:00-22:30,1
60000549,云半轩·雅食私宴,私房菜,阳光路3号,4.2,4.1,4.1,4.2,112,118.8078185,32.06600535,13913893997,11:00-21:30,1
60000550,紫燕百味鸡,小吃快餐,线路新村30幢,3.9,3.9,3.9,3.9,29,118.7911893,32.09741342,13851609099,14:00-02:00,1
60000551,天津童子鸡,小吃快餐,板仓街78号,3.9,3.8,4,3.9,18,118.8139355,32.07313304,18051983848,10:30-22:00,1
60000552,紫燕百味鸡,小吃快餐,厚载巷6号101室,3.7,3.7,3.7,3.7,29,118.7807782,32.06491016,13776610507,11:00-22:00,1
60000553,樱桃鸭,小吃快餐,中央路278-1号,4,4.1,3.9,3.9,39,118.779108,32.08545558,15366110049,11:00-21:00,1
60000554,大风歌烧烤·徐州烧烤,烧烤烤串,龙蟠路88号,3.5,3.6,3.6,3.5,50,118.8042353,32.07759853,025-83708900,16:00-02:00,1
