merchant_id,shop_name,shop_type,address,taste_score,env_score,sever_score,avg_score,price,wgs84_lon,wgs84_lat,contact_phone,business_hours,status
60000001,孙记肉夹馍,小吃快餐,和燕路191号,4.3,4.1,4.2,4.3,11,118.7944489,32.09843464,18325788717,10:00-22:30,1
60000002,扬州包子,小吃快餐,华电路1-15号,3.7,3.6,3.6,3.7,5,118.8104734,32.10512144,13815425556,07:30-19:00,1
60000003,陈三早点美食,小吃快餐,十字街与和燕路交叉口东南40米,3.5,3.5,3.5,3.5,,118.7994228,32.10118328,,06:30-20:30,1
60000004,蟹黄汤包,小吃快餐,红景路与十字街交叉口西南20米,,,,,34,118.8012213,32.10000707,13776672247,10:30-20:00,1
60000005,港式鸡蛋仔杂粮煎饼,小吃快餐,锁金村街道红森宾馆第二号门,,,,,,118.8027378,32.09472457,,08:00-21:00,1
60000006,金陵大包,小吃快餐,华电路1号华电路83-3号,3.4,3.4,3.4,3.4,31,118.8097952,32.1026567,15161454062,07:00-18:30,1
60000007,启明大饼,小吃快餐,和燕路与燕亭路交叉口北50米,,,,,,118.7949698,32.09880954,,11:00-21:00,1
60000008,南京传统油条乌蒸饭,小吃快餐,华电路1号第21间门面房,3.8,3.8,3.8,3.8,16,118.8103351,32.10512319,17205141916,11:30-21:30,1
60000009,爱生便当,小吃快餐,红山路88号玄武常发广场,,,,,,118.8051311,32.08769225,,07:00-20:00,1
60000010,全心贝爱鲜制宝宝膳食,小吃快餐,常发广场(红山路)三楼,3.4,3.5,3.6,3.5,37,118.8056592,32.08779521,18761610912,05:30-14:00,1
60000011,老潼关肉夹馍,小吃快餐,和燕路103号老南京私房菜隔壁,3.8,3.7,3.9,3.8,10,118.7937677,32.09823754,,09:00-20:30,1
60000012,吉品合烤饼,小吃快餐,红山路88号3幢105室,3.7,3.8,3.8,3.8,18,118.8064167,32.08787956,15950574043,08:00-21:00,1
60000013,红山美食汇,小吃快餐,红山路186-6号,3.5,3.7,3.6,3.5,16,118.8043398,32.09612864,15850562064,11:00-20:30,1
60000014,来碗撒汤胡辣汤,小吃快餐,迈皋桥街道十字街70号2号小区,3.7,3.7,3.7,3.7,,118.8031161,32.09929617,18860845825,08:30-21:00,1
60000015,中国兰州牛肉拉面,小吃快餐,红山路十字街70号,3.6,3.6,3.6,3.6,19,118.803576,32.09902391,13993088743,07:30-20:30,1
60000016,沈氏牛肉汤,小吃快餐,燕亭路小市村东3门旁,3.9,3.8,3.8,3.8,16,118.7946382,32.09916809,18751866746,08:00-19:30,1
60000017,铁板鱿鱼臭豆腐,小吃快餐,燕亭路东井村3号小区,3.6,3.5,3.6,3.6,20,118.7949057,32.09891446,15000823038,06:30-17:00,1
60000018,章记猪脚饭,小吃快餐,锁金村街道常发广场88-105号(原早咖夜酒),3.5,3.6,3.6,3.6,21,118.8064177,32.0880466,18549850018,14:00-21:00,1
60000019,饭小伴烤肉拌饭,小吃快餐,南京常发广场f1楼,3.6,3.6,3.6,3.6,53,118.8048125,32.08737863,13305169084,16:00-02:00,1
60000020,晋家门·现炒家常菜,家常菜,红山路88号常发广场4楼,4.6,4.6,4.7,4.7,66,118.8052504,32.0878545,025-52402886,07:30-20:00,1
60000021,火山烧鸡公·龙虾,私房菜,88号常发广场4号楼一楼-140室,3.7,3.7,3.7,3.7,60,118.8063827,32.08704433,15851804131,10:30-21:30,1
60000022,喜儿炸物&咖喱蛋饭,小吃快餐,玄武大道6号,3.7,3.7,3.7,3.7,20,118.8051817,32.08238621,13913834511,11:00-22:30,1
60000023,恒洁菜馆,本帮江浙菜,华电三宿舍2号门旁,4,3.2,3.5,3.9,37,118.8117853,32.10271734,15996206355,10:00-21:00,1
60000024,张记泗洪擀面皮凉皮肉夹馍,小吃快餐,常发广场负一楼16号,3.8,3.8,3.8,3.8,,118.8048125,32.08738463,15295712522,08:30-22:00,1
60000025,肥叔锅贴,小吃快餐,华电路87号,3.7,3.7,3.7,3.7,21,118.8103575,32.10071432,4006117117,10:30-02:00,1
60000026,重庆鸡公煲,川菜,锁金村街道常发广场一楼门面,3.7,3.7,3.7,3.7,42,118.8064167,32.08772053,13914589512,11:00-21:30,1
60000027,春雨食府,川菜,黄家圩路30号,3.4,3.4,3.4,3.4,46,118.7899796,32.09364883,15555558205,10:30-21:00,1
60000028,花味烤肉·拌饭,烤肉,红山路常发广场四楼,4.7,4.7,4.6,4.7,76,118.8050149,32.08788909,025-83513661,18:00-02:30,1
60000029,淄博烧烤,烧烤烤串,红山路88号常发广场2栋门对汽车生活管一楼门面,4.4,4.4,4.4,4.4,62,118.8061621,32.08849124,13305166699,09:00-19:00,1
60000030,古法烧烤,烧烤烤串,红山路29号,3.6,3.2,3.4,3.6,54,118.8009197,32.10058868,13512506495,11:00-22:00,1
60000031,小哥烤串,烧烤烤串,华电路1号,3.9,3.9,3.9,3.9,142,118.8108582,32.10528617,13675144240,07:30-19:30,1
60000032,Mr·CHICKEN韩国炸鸡,小吃快餐,红山路常发广场负一楼(B1-002-01)第32档口,3.4,3.4,3.4,3.4,29,118.8055319,32.08775597,13382766603,06:30-20:00,1
60000033,老酱炸串,小吃快餐,金浦御龙湾中国福利彩票旁,3.6,3.7,3.6,3.6,23,118.8148928,32.11386233,17374709339,11:00-22:00,1
60000034,乡多福老北京炸鸡腿,小吃快餐,小市街道小市村26幢楼下爆炸头隔壁,3.8,3.8,3.9,3.8,13,118.7946051,32.09971215,15105144910,10:30-21:30,1
60000035,图妈优餐,小吃快餐,华电路99号,,,,0,,118.8127126,32.09869421,,11:00-21:00,1
60000036,牛魔王牛肉汤,小吃快餐,迈皋桥街道中电颐和家园一楼门面,3.6,3.6,3.6,3.6,30,118.811422,32.0984628,15751883499,10:30-22:00,1
60000037,沙县美食,小吃快餐,小市村2-21号,3.6,3.6,3.6,3.6,,118.7938629,32.09815567,13507562289,10:00-21:30,1
60000038,和善园,小吃快餐,黑墨营98号12幢,4,4,4,4,6,118.8127073,32.09161373,16651326966,10:30-22:00,1
60000039,一口香木桶饭,小吃快餐,常发广场,3.5,3.5,3.5,3.5,21,118.8058325,32.08849866,18637933401,10:00-21:00,1
60000040,小江果业,水果生鲜,经五立交桥紫金山蔬菜副食品交易市场,3.3,3.3,3.3,3.4,,118.8268855,32.08956479,15705184096,10:30-20:00,1
60000041,祥客基鲍汁肥牛鸡公煲,川菜,红山路辅路与红山南路交叉口东北220米,3.7,3.7,3.6,3.7,26,118.8058155,32.08820957,15850799899,16:00-03:00,1
60000042,张师傅七家湾牛肉锅贴面馆,小吃快餐,燕亭路3号,3.8,3.7,3.8,3.8,22,118.794603,32.09989619,,11:00-21:00,1
60000043,安庆馄饨金牌锅贴,小吃快餐,常发广场一楼88-113,3.7,3.6,3.7,3.6,14,118.8058325,32.08840964,15024468860,10:30-22:00,1
60000044,云莱餐厅,小吃快餐,红山路十字街小区西南侧,,,,,41,118.8046815,32.0959552,025-85400691,17:00-02:00,1
60000045,豆香肉坊,川菜,常发广场负一楼客尚座美食工坊第三档口,,,,,22,118.8048125,32.08737863,15162612946,10:00-23:00,1
60000046,郁记酸菜鱼,川菜,和燕路本草药店西北行20米,3.8,3.6,3.7,3.8,13,118.791605,32.09759208,18602563287,10:30-22:00,1
60000047,川贵人,川菜,和燕路270号,4,4.1,4.1,4,58,118.7986183,32.10075086,13645189130,11:00-21:00,1
60000048,五香牛肉,小吃快餐,和燕路与黄家圩路交叉口东北120米,,,,,,118.7924204,32.09780737,,10:30-21:30,1
60000049,小俩口烤猪蹄,小吃快餐,华西路十字街110号1幢109室,3.7,3.6,3.7,3.7,30,118.8065949,32.10078357,19895865617,10:00-22:00,1
60000050,川满堂,川菜,常发广场负一楼客尚座美食工坊第三档口,,,,,,118.8048125,32.08735362,15162612946,10:30-21:30,1
60000051,川味小炒,川菜,红山路150号,,,,,36,118.7932709,32.0974386,,11:00-21:00,1
60000052,椒座大盆水煮活鱼,川菜,红山路88号常发广场4楼,4.6,4.5,4.6,4.6,50,118.8049898,32.08784404,025-86601519,10:30-21:30,1
60000053,桂花鸭,小吃快餐,迈化路金浦御龙湾G区G3111号,,,,0,20,118.812504,32.11138942,13914728092,10:00-22:30,1
60000054,酉酉记腊汁肉夹馍,小吃快餐,锁金村街道常发广场一楼,,,,0,,118.8068095,32.08817132,18816218247,11:00-21:30,1
60000055,清蒸老母鸡,小吃快餐,东井亭一村86号,3.5,3.5,3.5,3.5,,118.7915018,32.09829207,,14:00-02:00,1
60000056,茉酸奶,饮品店,红山路88-1号常发广场1楼(5号门内、HM对面),4.2,4.2,4,4,22,118.8058506,32.08789456,18068837448,10:30-22:00,1
60000057,芋见鲜,饮品店,华电路82号1幢305室,3.5,3.6,3.6,3.5,17,118.8080938,32.10217154,13655176019,11:00-22:00,1
60000058,合班村农贸,水果生鲜,迈化路南塑新村(迈尧路),,,,0,,118.8091773,32.10950798,,11:00-21:00,1
60000059,乐百顺水果商城,水果生鲜,华电路99号中电颐和家园一期,,,,0,,118.8122076,32.09861227,13776652857,16:00-02:00,1
60000060,六合平价蔬果店,水果生鲜,言和路5-10号,3.6,3.6,3.6,3.6,,118.8080998,32.10159843,,10:00-22:00,1
60000061,平价水果店,水果生鲜,和燕路与燕亭路交叉口东南240米,,,,0,,118.7969966,32.09752753,15150519106,10:30-21:30,1
60000062,豪顶旺黄焖鸡米饭,小吃快餐,红山路88号玄武常发广场1幢103室,3.4,3.4,3.4,3.4,19,118.8054848,32.08859207,15105147978,11:00-22:30,1
60000063,果小甜,水果生鲜,御龙湾G2幢13室,3.5,3.5,3.5,3.5,,118.8115911,32.11103068,13770302800,10:00-21:00,1
60000064,永新生鲜,水果生鲜,和燕路119号(火车站)金盛百货(和燕路店)F2层,3.5,3.5,3.5,3.5,,118.7924464,32.09780741,,08:30-22:00,1
60000065,Traincoffee,面包/饮品,红山路常发广场西北门,3.5,3.5,3.5,3.5,,118.8045439,32.08880846,17372271922,10:30-02:00,1
60000066,缙云烧饼,小吃面食,华东电子集团有限公司科技园,3.7,3.6,3.7,3.7,7,118.8101798,32.10480984,15161453397,11:00-21:30,1
60000067,老南昌拌粉·面,小吃面食,常发广场负一楼美食广场,3.4,3.4,3.4,3.5,18,118.8048135,32.08744664,13705176389,10:30-21:00,1
60000068,沙县小吃,小吃面食,红山路197号,3.4,3.6,3.5,3.4,16,118.8035671,32.09750458,13770922019,18:00-02:30,1
60000069,大头烤鸭,北京菜,华电路87号,3.7,3.6,3.7,3.7,18,118.8103896,32.10092043,17751046994,09:00-19:00,1
60000070,永缘家常菜馆,家常菜,华电三宿舍2号门旁,3.5,3.5,3.5,3.5,,118.8117563,32.10272329,,11:00-22:00,1
60000071,篱笆小镇酸菜鱼,川菜,红山路常发广场,3.6,3.6,3.6,3.6,26,118.8058415,32.08848767,18066083795,07:30-19:30,1
60000072,小顽牛自助烤肉,自助餐,红山路88号（常发广场负一楼,4.6,4.6,4.6,4.6,87,118.8048867,32.08729074,17302575975,06:30-20:00,1
60000073,约酥亚手工糕点,面包/饮品,小市街道和燕路121号(红山动物园地铁站2号口步行360米),3.5,3.5,3.5,3.4,,118.7946712,32.09897911,13870000893,11:00-22:00,1
60000074,一鸣真鲜奶吧,饮品店,红山地铁站2号口,4,4,4,4,15,118.7969194,32.09785847,13026020272,10:30-21:30,1
60000075,沙县特色小吃,小吃面食,华电路商业街1-15号,3.5,3.5,3.6,3.5,20,118.8106548,32.10484371,13851462716,11:00-21:00,1
60000076,叮咚买菜,水果生鲜,红山路192号,3.7,3.7,3.7,3.7,43,118.8042996,32.09714678,,10:30-22:00,1
60000077,惠邻居生鲜超市,水果生鲜,红山路184-5号,3.5,3.5,3.5,3.5,,118.8043338,32.09563352,,10:00-21:30,1
60000078,大力先生蛋糕甜品定制,面包/饮品,言和路颐和府邸A区1栋3层310号,,,,0,,118.8081238,32.10248065,19156250890,10:30-22:00,1
60000079,大树有机菜园,水果生鲜,华电路85号中电颐和家园4期商铺,,,,0,,118.8112155,32.09911256,,10:00-21:00,1
60000080,双优生鲜,水果生鲜,迈皋桥街道言和路5-11号(旺角水果干货店地址:言和路5-20号),,,,0,,118.8080818,32.1016254,13809048285,10:30-20:00,1
60000081,六合平价蔬菜店,水果生鲜,十字街70号,3.4,3.4,3.4,3.4,,118.8008466,32.10062456,,16:00-03:00,1
60000082,颐和农副产品,水果生鲜,中电颐和家园3期门面房9栋,6.9,6.9,6.9,3.5,,118.8104929,32.1003465,13505197663,11:00-21:00,1
60000083,老梁蔬菜店,水果生鲜,和燕路与燕亭路交叉口东南240米,3.5,3.5,3.5,3.5,,118.7970537,32.09730258,15195863325,10:30-22:00,1
60000084,凯峰蔬菜粮油综合门市,水果生鲜,黑墨营98-18号,,,,0,,118.8125949,32.09262073,13776676932,17:00-02:00,1
60000085,新疆买提图尔迪烧烤店,小吃快餐,华电路85-40号,3.5,3.5,3.5,3.5,30,118.8108816,32.10050023,15720617250,10:00-23:00,1
60000086,蚝喜宴,鱼鲜,和燕路东井村39号,,,,0,110,118.8002104,32.10048046,17702506858,10:30-22:00,1
60000087,维利康,面包/饮品,和燕路119号一楼A区A001-3号,,,,0,,118.7935553,32.09831722,17052781160,11:00-21:00,1
60000088,柏兰多餐厅,西餐,华电路97-1,3.5,3.5,3.5,3.5,65,118.8070628,32.10043033,17312147891,10:30-21:30,1
60000089,金陵汤包千里香馄饨,小吃快餐,十字街70号(洪舟五金建材旁),3.6,3.5,3.5,3.6,15,118.800564,32.10087313,15195884714,10:00-22:00,1
60000090,杨大锅面馆,面馆,十字街110号02幢104室,3.7,3.7,3.7,3.7,76,118.8070828,32.10081545,13357735335,10:30-21:30,1
60000091,上弦月小菜馆,本帮江浙菜,南京常发广场88-37号内4F,4.3,4.4,4.3,4.2,67,118.8056682,32.08785223,025-86655899,11:00-21:00,1
60000092,兰州拉面,面馆,中电颐和家园1期2栋03室,3.8,3.8,3.8,3.8,14,118.8126565,32.09869511,15293035766,10:30-21:30,1
60000093,中国兰州牛肉拉面,面馆,黑墨营路98号,3.7,3.7,3.7,3.7,19,118.8125689,32.0927127,13851552930,10:00-22:30,1
60000094,清真兰州拉面,面馆,金浦御龙湾G区丰清路2号2幢115室,3.7,3.7,3.7,3.7,,118.8119078,32.11104126,13291265825,11:00-21:30,1
60000095,京穆兰州骨汤牛肉面,面馆,华电路87号9幢19号,3.6,3.6,3.6,3.6,20,118.8103736,32.1009444,18368950071,14:00-02:00,1
60000096,安庆馄饨大碗皮肚面,小吃快餐,榴莲小星连锁酒店对面,3.8,3.6,3.8,3.8,18,118.7936435,32.09806031,13357835875,10:30-22:00,1
60000097,蒋记炒饭炒面,面馆,燕亭路东井村3号小区10栋门面房,3.5,3.5,3.5,3.5,,118.795082,32.09890174,15850522702,11:00-22:00,1
60000098,张记小吃,小吃面食,红山动物园地铁站三号口出来右手边三十米,4.2,3.6,4,4.2,38,118.7971739,32.09772286,15295163980,11:00-21:00,1
60000099,周小姐的店,小吃面食,红山路常发广场负一层,3.7,3.8,3.7,3.8,20,118.8056191,32.08754508,,16:00-02:00,1
60000100,沙县小吃,小吃面食,红山路88号-138,3.5,3.6,3.6,3.6,19,118.8057413,32.08846549,19951969733,10:00-22:30,1
60000101,香酥灌饼,小吃面食,燕亭路3-38号（世纪华宁超市湘宁店隔壁）,3.6,3.6,3.6,3.6,,118.7948786,32.0992885,15895979517,07:30-19:00,1
60000102,鸡蛋灌饼,小吃面食,东井新村,3.5,3.5,3.5,3.5,,118.7946141,32.09964415,18110787771,06:30-20:30,1
60000103,扬州包子店,小吃面食,黑墨营98-18号,3.6,3.6,3.6,3.6,5,118.8125789,32.09257269,,10:30-20:00,1
60000104,铁面贝勒,面馆,十字街70号东区,3.6,3.7,3.7,3.7,11,118.8043475,32.09952636,13852285327,08:00-21:00,1
60000105,小马牛肉面,面馆,和燕路223号,3.5,3.5,3.5,3.5,19,118.7981825,32.10114022,18100652835,07:00-18:30,1
60000106,轻橘·轻食,西餐,红山路88-120室,3.7,3.7,3.7,3.7,22,118.8066672,32.08778599,,11:00-21:00,1
60000107,颐和咖啡简餐,西餐,华电路82号,3.6,3.6,3.6,3.5,23,118.8080807,32.10222452,18761698622,11:30-21:30,1
60000108,CAPYBARA汉堡食堂,西餐,红山南路和曹后村路交叉口北60米,4,3.9,3.9,4,30,118.8002377,32.08693367,18012969302,07:00-20:00,1
60000109,北城香·新派淮扬菜,本帮江浙菜,和燕路119号,4.6,4.5,4.6,4.6,80,118.7922691,32.09790816,18014701508,05:30-14:00,1
60000110,江阳渔港·臻坊,本帮江浙菜,红山路108号7号楼,4.9,4.9,4.9,4.8,122,118.80702,32.08705846,025-85500809,09:00-20:30,1
60000111,寻心庭·家宴,特色菜,黄家圩路41号,4.4,4.4,4.4,4.4,286,118.7917345,32.09455865,,08:00-21:00,1
60000112,龙冉百姓菜馆,特色菜,华西路雍璟府,3.6,3.6,3.6,3.6,52,118.8064265,32.10071126,17372978071,11:00-20:30,1
60000113,浮生记·私宴,特色菜,中电颐和府邸东南侧,3.5,3.5,3.5,3.5,,118.812528,32.10129541,13093139000,08:30-21:00,1
60000114,福杯满溢水果店,水果生鲜,华电路1号第十二间店铺,3.7,3.7,3.7,3.7,,118.81075,32.10484789,13814097022,07:30-20:30,1
60000115,牧雪甜品·芋圆·水果捞·椰子冻,面包/饮品,华电路99号6栋8室,4,3.9,4,3.9,21,118.8107305,32.09835052,18751885982,08:00-19:30,1
60000116,米兰西饼生日蛋糕,面包/饮品,红山路十字街3-1号,3.3,3.3,3.3,3.4,77,118.8037016,32.09582146,13776664350,06:30-17:00,1
60000117,安庆馄饨,小吃快餐,恒嘉路阳光嘉园,3.6,3.6,3.6,3.6,12,118.8125489,32.09232258,17512502464,14:00-21:00,1
60000118,安庆馄饨面,小吃快餐,华电路82号,,,,0,,118.8099385,32.10255594,15852806814,16:00-02:00,1
60000119,lucky girl生日蛋糕定制,面包/饮品,红山街道红山路88-129号,,,,0,,118.8058345,32.08844865,16624619794,07:30-20:00,1
60000120,安庆馄饨,小吃快餐,金浦御龙湾G区(江苏省备灾救灾中心对面),3.6,3.6,3.6,3.6,12,118.8115461,32.1110516,19505152551,10:30-21:30,1
60000121,刘记镇江锅盖面,面馆,红山路88号南京常发广场B1,4,4,4,4,20,118.8058209,32.08324252,13773590168,11:00-22:30,1
60000122,金陵忆碗面馆,面馆,红山路,4.1,4.1,4.1,4.1,28,118.7991079,32.09388524,13951835881,10:00-21:00,1
60000123,西安biangbiang面,面馆,十字街70号15-1幢,3.8,3.7,3.7,3.8,20,118.8033235,32.0991535,15050588359,08:30-22:00,1
60000124,寅春百年老卤面,面馆,红山路88号常发广场F1层,3.8,3.8,3.8,3.8,21,118.8056643,32.08711807,13851922087,10:30-02:00,1
60000125,南湖中华面馆,面馆,燕亭路2号8幢104室,3.7,3.6,3.7,3.7,23,118.7933276,32.10237471,18551858127,11:00-21:30,1
60000126,一号线大碗面,面馆,红山路常发广场88-103号,3.7,3.7,3.7,3.7,25,118.8062403,32.08833735,15996228928,10:30-21:00,1
60000127,镇江锅盖面,面馆,十字街黄山茶庄隔壁,3.8,3.7,3.8,3.8,19,118.800561,32.10083712,15298383409,18:00-02:30,1
60000128,功夫刀削面,面馆,红山路88号常发广场F1层,3.7,3.7,3.7,3.7,20,118.8064167,32.08780955,15380937483,09:00-19:00,1
60000129,陶记面馆,面馆,御龙湾花园G2栋3室,3.8,3.7,3.8,3.8,16,118.8119078,32.11104126,15951911770,11:00-22:00,1
60000130,滕家面馆,面馆,和燕路,4.2,4,4.1,4.2,23,118.79449,32.09847972,13451899332,07:30-19:30,1
60000131,喜姐炸串,小吃快餐,红山路88号常发广场5A-008-2,4.2,4.2,4.1,4.2,15,118.8048145,32.08777372,13913966654,06:30-20:00,1
60000132,多样星球,其他美食,和燕路辅路与燕亭路交叉口正南方向283米,,,,0,,118.79491,32.09588584,,11:00-22:00,1
60000133,大宅院金汤甲鱼,其他美食,华电路99号中电颐和家园一期二栋门面房,3.9,3.9,3.9,3.9,68,118.8126044,32.09867401,025-57069696,10:30-21:30,1
60000134,铁酱披萨,西餐,常发广场一楼中庭风尚小餐区（喜儿炸串王柠旁）,4.4,4.5,4.4,4.4,61,118.8053005,32.08771456,15996216301,11:00-21:00,1
60000135,庐大牛炭炉牛杂煲,火锅,常发广场5楼,4.2,4.4,4.4,4.2,65,118.8050029,32.08797609,19851476858,10:30-22:00,1
60000136,CHAGEE霸王茶姬,饮品店,红山路88号常发广场一楼,4.5,4.5,4.4,4.5,19,118.8056602,32.08789423,13072589727,10:00-21:30,1
60000137,马伍旺饮料厂,饮品店,红山路88-1号常发广场1楼（5号门内，儿童乐园旁入口）,4.5,4.4,4.5,4.5,18,118.8057043,32.08789831,18061623180,10:30-22:00,1
60000138,茶礼茶气,饮品店,燕亭路茗品奶茶旁,3.8,3.8,3.7,3.7,9,118.7945891,32.09918702,18251979016,10:00-21:00,1
60000139,陆藜·开了个方子,饮品店,中电颐和家园82号,4.1,4.1,4.1,4.1,19,118.8100217,32.10234405,,10:30-20:00,1
60000140,鲜果大咖酸奶水果捞,饮品店,迈尧路18号仙踪林苑07栋514室,3.5,3.5,3.5,3.5,,118.8096654,32.10897576,,16:00-03:00,1
60000141,大虾泰泰,东南亚菜,常发广场5楼,4.6,4.7,4.7,4.7,98,118.8050951,32.08755916,15195804476,11:00-21:00,1
60000142,沪上肥猫三文鱼,日本菜,迈化路金浦御龙湾G区3号楼临街1层13室,3.6,3.6,3.6,3.6,32,118.8123136,32.11133706,13770536480,10:30-22:00,1
60000143,燕子渔馆,其他美食,华电路99号中电颐和家园一期二栋12室,3.7,3.7,3.6,3.7,60,118.8122657,32.09861138,13655192885,17:00-02:00,1
60000144,轩洳小吃,小吃面食,中电颐和家园睿域,3.7,3.5,3.6,3.7,10,118.8108867,32.10034721,17330660864,10:00-23:00,1
60000145,安庆馄饨,小吃面食,华电路87号9幢8号,3.5,3.5,3.5,3.5,11,118.8103656,32.1005363,15895894606,10:30-22:00,1
60000146,倍可心休闲食品批发,食品滋补,和燕路119号金盛百货1层D区003-004号,3.5,3.5,3.5,3.5,,118.7924194,32.09777936,15805165433,11:00-21:00,1
60000147,零食小屋,食品滋补,华电路85-34号,3.5,3.5,3.5,3.5,,118.8113668,32.0984627,17366280325,10:30-21:30,1
60000148,胡记土菜馆,农家菜,十字街70号,3.8,3.8,3.8,3.9,60,118.8034818,32.09903175,18013847796,10:00-22:00,1
60000149,湘天下擂椒拌饭,其他美食,红山路常发广场负1楼,3.4,3.4,3.4,3.4,,118.8048276,32.08731964,18112421816,10:30-21:30,1
60000150,小妹农家菜馆,农家菜,十字街110号,3.5,3.5,3.5,3.5,49,118.8069045,32.10075012,13851842908,11:00-21:00,1
60000151,拌上瘾,其他美食,红山路88号,3.5,3.5,3.5,3.5,,118.8048837,32.08739776,,10:30-21:30,1
60000152,福建沙县小吃,小吃面食,华电路颐和家园99号颐和家园·尚玄5幢03室,3.6,3.6,3.6,3.7,15,118.8116675,32.09852326,18705145747,10:00-22:30,1
60000153,晓庄大个子龙虾精菜馆,小龙虾,华电东路迈皋桥街道华电社区华电三宿舍,4.2,4.1,4.2,4.2,115,118.8122701,32.1055188,13585141362,11:00-21:30,1
60000154,塔斯汀中国汉堡,小吃快餐,红山路88-108号,4.4,4.3,4.3,4.3,26,118.8062233,32.08833932,18014802023,14:00-02:00,1
60000155,芝根芝底,西餐,华电路1号4号商铺,3.9,3.9,3.9,3.9,26,118.8110596,32.1050775,18721702513,10:30-22:00,1
60000156,聚友餐厅,小吃快餐,华三路与华飞路交叉口西北260米,,,,0,60,118.8113143,32.10325159,,11:00-22:00,1
60000157,桂花鸭,小吃快餐,华电路85-3号,3.6,3.6,3.6,3.6,10,118.8112616,32.0989126,13813381107,11:00-21:00,1
60000158,新疆和田兄弟烧烤,烧烤烤串,中电颐和家园一期北门门面,3.6,3.6,3.6,3.6,73,118.8127266,32.09870724,15199419144,16:00-02:00,1
60000159,东北天成烧烤,烧烤烤串,华电路99号中电颐和家园1期2栋09号商铺,3.6,3.6,3.6,3.6,54,118.812404,32.09864764,18915949818,10:00-22:00,1
60000160,老酱烤串,烧烤烤串,和燕路390号,,,,0,,118.8122646,32.1109959,17374709339,10:30-21:30,1
60000161,烧烤研究所,烧烤烤串,红山南路曹后村26-1号101室,,,,0,47,118.8002085,32.08755275,,11:00-22:30,1
60000162,水西门鸭子店,小吃快餐,水西门鸭子店红山路店186-2号益丰大药房旁边,4.1,4.1,4.1,4.1,26,118.8043648,32.09602166,15556969389,10:00-21:00,1
60000163,盛源祥·盐水鸭,小吃快餐,燕亭路3-8号,4,4,4,4,21,118.7948726,32.09944152,18120197812,08:30-22:00,1
60000164,桂花鸭,小吃快餐,和燕路115号,3.7,3.7,3.7,3.7,46,118.7921549,32.09765693,13062559032,10:30-02:00,1
60000165,酸菜鱼捞饭,川菜,常发广场88-49号(红山路),3.6,3.7,3.7,3.6,17,118.8058515,32.08845568,18066083795,11:00-21:30,1
60000166,FFFFFsandwich,川菜,东井亭3号3幢,,,,0,,118.7946792,32.09954624,15365060380,10:30-21:00,1
60000167,华莱士全鸡汉堡,小吃快餐,红山路88号125室（常发广场1楼外围商铺）,3.8,3.7,3.7,3.8,14,118.8064217,32.08763552,17749579662,18:00-02:30,1
60000168,叮叮买菜,水果生鲜,红山路157号01幢101室,3.5,3.5,3.5,3.5,,118.8020734,32.09526154,15017656059,09:00-19:00,1
60000169,喜茶,饮品店,红山路88号常发广场1楼,4.2,4.3,4.3,4.2,21,118.8058155,32.08806654,025-82220352,11:00-22:00,1
60000170,全蓉聚火锅,火锅,和燕路239号南昌大厦c区1层,3.9,3.9,3.9,3.9,80,118.7983958,32.10142063,18994063729,07:30-19:30,1
60000171,淡马茶坊,饮品店,红山路88号常发广场四楼餐饮区4b-16,4.2,4.2,4.2,4.3,20,118.8054648,32.08779286,15895980280,06:30-20:00,1
60000172,良品铺子,食品滋补,红山路88-1号,3.8,3.9,3.9,3.9,43,118.8054187,32.08733168,19170606073,11:00-22:00,1
60000173,近口麻辣拌麻辣烫,小吃快餐,和燕路119号1FD09室,3.9,3.9,3.9,3.9,28,118.7929453,32.09789519,18694992695,10:30-21:30,1
60000174,80後东北大碗麻辣烫,小吃快餐,言和路5-17号,4,4,4,4,23,118.808181,32.10140454,15850662515,11:00-21:00,1
60000175,好想来品牌零食,食品滋补,言和路5-18号,3.7,3.7,3.6,3.7,44,118.808188,32.10132053,,10:30-22:00,1
60000176,徐家土菜馆,农家菜,迈皋桥街道十字街70号西区,,,,0,,118.8034818,32.09903175,,10:00-21:30,1
60000177,乐和餐饮,更多地方菜,红山路88号常发广场3F,4.6,4.7,4.6,4.6,100,118.8057363,32.08786036,025-83653777,10:30-22:00,1
60000178,御祥阁,更多地方菜,十字街支路十字街70号,3.6,3.6,3.6,3.6,,118.8030991,32.09929014,,10:00-21:00,1
60000179,明洞街韩式炸鸡,小吃快餐,红山路常发广场负一楼(B1-002-01)第11档口,,,,0,23,118.8057874,32.08795146,18805166325,10:30-20:00,1
60000180,奎梨,烤肉,红山路88号常发广场5楼（海底捞对面）,4.6,4.6,4.6,4.6,104,118.8049948,32.08785905,18362999654,16:00-03:00,1
60000181,釜山炭火烤肉,烤肉,红山路88-27号常发广场一楼,4,4.1,4.2,4.1,87,118.8057875,32.08740235,15851193921,11:00-21:00,1
60000182,蜜雪冰城,饮品店,和燕路252号红山动物园北门旁,3.7,3.6,3.6,3.6,6,118.794481,32.09781957,18652901469,10:30-22:00,1
60000183,菜阿婆,水果生鲜,迈皋桥街道言和路5-11号(六合平价蔬果店),,,,0,,118.8082181,32.10144561,13809048285,17:00-02:00,1
